"PERMIT NUMBER","OWNER NAME","OPERATING NAME","STREET","CITY","STATE","ZIP","ZIP4","COUNTY"
"WA-W-15507","PORT GARDNER BAY WINERY, LLC","PORT GARDNER BAY WINERY","2802 ROCKEFELLER AVE","EVERETT","WA",98201,0,"SNOHOMISH"
"WA-W-15509","WHITE CELLARS LLC","TEMPEST SOL WINERY","19495 144TH AVE NE","WOODINVILLE","WA",98072,4405,"KING"
"WA-W-15510","HAROLD A. LYONS","MACAW WINERY","3627 117TH ST NW","GIG HARBOR","WA",98332,7910,"PIERCE"
"WA-W-15511","WACHTLER CORPORATION","WACHTLER WINERY","5919 78TH AVE NW","GIG HARBOR","WA",98335,0,"PIERCE"
"WA-W-15512","ATAM WINERY LLC"," ","750 KINSEY RD","MANSON","WA",98831,9410,"CHELAN"
"WA-W-15513","ELIXIR INC","ELIXIR WINERY","23212 10TH AVE SE","BOTHELL","WA",98021,9312,"SNOHOMISH"
"WA-W-15514","WT VINTNERS LLC","WT VINTNERS","14818 NE 195TH ST","WOODINVILLE","WA",98072,8496,"KING"
"WA-W-15515","NEPPEL CELLARS, LLC","NEPPEL CELLARS","1751 ROAD EAST NE","MOSES LAKE","WA",98837,9104,"GRANT"
"WA-W-15516","POSSESSION SOUND WINE LLC","CELAENO WINERY","15007 WOODINVILLE REDMOND RD","WOODINVILLE","WA",98072,6988,"KING"
"WA-W-15518","WEST SEATTLE WINERY LLC","WEST SEATTLE WINERY","11224 81ST AVE S","SEATTLE","WA",98178,3222,"KING"
"WA-W-15520","RIVER ROCK GROWERS, LLC","RIVERHAVEN CELLARS","760 C ST","WALLA WALLA","WA",99362,9562,"WALLA WALLA"
"WA-W-15521","MACKEY VINEYARDS, LLC","MACKEY VINEYARDS","1102 DELL AVE","WALLA WALLA","WA",99362,1057,"WALLA WALLA"
"WA-W-15523","COUGAR MOUNTAIN CELLARS, LLC","COUGAR MOUNTAIN CELLARS","2715 NW PINECONE DR","ISSAQUAH","WA",98027,8600,"KING"
"WA-W-15526","MIDDLETON FAMILY WINES LLC","MIDDLETON FAMILY WINES","3100 LEE RD","PROSSER","WA",99350,6572,"BENTON"
"WA-W-15528","GRIEB OPTIMAL WINECRAFTING, L.L.C.","GRIEB OPTIMAL WINECRAFTING","225 & 217 S 2ND AVE","YAKIMA","WA",98902,0,"YAKIMA"
"WA-W-15529","WILLOW CREST WINE ESTATES, LLC","WILLOW CREST WINERY","135701 W SNIPES RD","PROSSER","WA",99350,8754,"BENTON"
"WA-W-15530","MUGSEY AND HARLEY LLC","CARL'S POND WINERY","107 POINT FOSDICK CIR NW","GIG HARBOR","WA",98335,7858,"PIERCE"
"WA-W-15531","GREGORY DAVID CHAPPELL","MAS PETITE CHAPPELL","1070 CLARK RD","ZILLAH","WA",98953,9762,"YAKIMA"
"WA-W-15532","MARKET VINEYARDS LLC","MARKET VINEYARDS","318 WELLHOUSE LOOP","RICHLAND","WA",99352,0,"BENTON"
"WA-W-15534","MALTBY PRODUCE MARKETS, INC.","MARSHLAND ORCHARDS","18306 83RD AVE SE","SNOHOMISH","WA",98296,0,"SNOHOMISH"
"WA-W-15535","METHOW VALLEY CIDERHOUSE, INC.","METHOW VALLEY CIDERHOUSE","13B WALTER RD","WINTHROP","WA",98862,9737,"OKANOGAN"
"WA-W-15536","428 WINES LLC","428 WINES","625 EAST STREET","WALLA WALLA","WA",99362,0,"WALLA WALLA"
"WA-W-15537","MILBRANDT FAMILY WINES, LLC","MILBRANDT WINERY","508 CABERNET CT","PROSSER","WA",99350,6733,"BENTON"
"WA-W-15539","TERRA VINUM, LLC","TERRA VINUM","318 WELLHOUSE LOOP","RICHLAND","WA",99352,0,"BENTON"
"WA-W-15540","NOLAN WINE LLC","SCHOOLER NOLAN WINERY","37 S PALOUSE ST","WALLA WALLA","WA",99362,1925,"WALLA WALLA"
"WA-W-15541","VIDA V JOHANSEN & EARL R JOHANSEN","JOHANSEN CELLARS","158422 W SONOVA RD","PROSSER","WA",99350,0,"BENTON"
"WA-W-15542","TOWNSHEND CELLAR, INC.","TOWNSHEND CELLAR","905 N WASHINGTON","SPOKANE","WA",99201,3210,"SPOKANE"
"WA-W-15544","WILLOW CREST WINE ESTATES, LLC","WILLOW CREST WINERY","590 MERLOT DR","PROSSER","WA",99350,6721,"BENTON"
"WA-W-15545","CEDERGREEN CELLARS, INC."," ","114 GRANDRIDGE RD","GRANDVIEW","WA",98930,1552,"YAKIMA"
"WA-W-15546","CAPRIO CELLARS, LLC","CAPRIO CELLARS","1102 DELL AVE","WALLA WALLA","WA",99362,1053,"WALLA WALLA"
"WA-W-15547","KITZKE CELLARS, LLC","KITZKE CELLARS","318 WELLHOUSE LOOP","RICHLAND","WA",99352,4152,"BENTON"
"WA-W-15548","GECKO WINE COMPANY LLC","GECKO CELLARS","19501 144TH AVE NE","WOODINVILLE","WA",98072,4420,"KING"
"WA-W-15549","PDJ CONSULTING LLC","PDJ WINERY","715 DODSON RD NW","MOSES LAKE","WA",98837,0,"GRANT"
"WA-W-15550","PRECEPT BRANDS LLC","ZEFINA WINERY","103 COLUMBIA RIDGE RD","PROSSER","WA",99350,9326,"BENTON"
"WA-W-15551","DINEEN FAMILY VINEYARDS, LLC","DINEEN VINEYARDS","2980 GILBERT RD","ZILLAH","WA",98953,9766,"YAKIMA"
"WA-W-15552","JOHN PETAJA AND GAYLE WILLIS-PETAJA","AGATE CREEK CELLARS","105 AGATE CREEK LN","CHEHALIS","WA",98532,9197,"LEWIS"
"WA-W-15553","MEDICINE CREEK WINERY LLC","MEDICINE CREEK WINERY","947 OLD PACIFIC HWY SE","OLYMPIA","WA",98513,9522,"THURSTON"
"WA-W-15554","DAYLE VINCE CARLSON","ADYTUM CELLARS","390 VALLEY VIEW RD","ZILLAH","WA",98953,0,"YAKIMA"
"WA-W-15555","CONVERGENCE ZONE CELLARS, LLC","CONVERGENCE ZONE CELLARS","19501 144TH AVE NE","WOODINVILLE","WA",98072,4420,"KING"
"WA-W-15556","UPLAND WINERY LLC","UPLAND WINERY","614 W WINE COUNTRY RD","GRANDVIEW","WA",98930,1034,"YAKIMA"
"WA-W-15557","KAELLA WINE COMPANY, LLC","KAELLA WINERY","19501 144TH AVE NE","WOODINVILLE","WA",98072,4420,"KING"
"WA-W-15558","SUN RIVER VINTNERS, LLC"," ","9312 W 10TH AVE","KENNEWICK","WA",99336,8521,"BENTON"
"WA-W-15559","WAUTOMA WINES, LLC","WAUTOMA WINES","148502 W 245TH","SUNNYSIDE","WA",98944,9520,"YAKIMA"
"WA-W-15561","ROBERTS FAMILY ENTERPRISES, INC.","AMELIA BLEU","19501 144TH AVE NE","WOODINVILLE","WA",98072,6463,"KING"
"WA-W-15562","LAUREN ASHTON CELLARS LLC","LAUREN ASHTON CELLARS","19510 144TH AVE NE","WOODINVILLE","WA",98072,8429,"KING"
"WA-W-15563","DEVORAH CREEK VINEYARDS, L.L.C.","DEVORAH CREEK VINEYARDS","37901 183RD AVE SE","AUBURN","WA",98092,9519,"KING"
"WA-W-15564","TASARA, LLC","CULTURA WINE","3601 HIGHLAND DR","ZILLAH","WA",98953,9385,"YAKIMA"
"WA-W-15565","MT. ST. HELENS CELLARS LLC","MT. ST. HELENS CELLARS","211 MORNING STAR DR","SILVERLAKE","WA",98645,9748,"COWLITZ"
"WA-W-15566","WILLOW TREE VINEYARD, GP, DONALD J ANDERSON, LINDA C ANDERSON, HEATHER N GORUM, BRADLEY J GORUM"," ","5551 FINSRUD RD","EVERSON","WA",98247,9428,"WHATCOM"
"WA-W-15567","GRAPEVINE ASSOCIATES, INC."," ","801 SCOGGINS RD","UNDERWOOD","WA",98651,0,"SKAMANIA"
"WA-W-15568","SINCLAIR ESTATE VINEYARDS, LLC","SINCLAIR ESTATE VINEYARDS","109 E MAIN ST","WALLA WALLA","WA",99362,1923,"WALLA WALLA"
"WA-W-15569","COMFORT FARM AND VINEYARD LLC","COMFORT FARM AND VINEYARD","4361 WITTER RD","LANGLEY","WA",98260,9546,"ISLAND"
"WA-W-15570","DUBINDIL WINERY L.L.C.","DUBINDIL WINERY","1311 BONNEVILLE AVE","SNOHOMISH","WA",98290,2088,"SNOHOMISH"
"WA-W-15571","JEFFREY DAVID BARLOW AND ERICA LYNN BARLOW","STRIX VARIA MEADERY","3890 GOLDFINCH LN","CLINTON","WA",98236,8614,"ISLAND"
"WA-W-15572","SILVER BELL WINERY, LLC","SILVER BELL WINERY","20125 HILL VUE ST","BURLINGTON","WA",98233,5211,"SKAGIT"
"WA-W-15573","GRIMES LLC","CRESCENT VALLEY WINERY","2312 160TH ST NW","GIG HARBOR","WA",98332,9734,"PIERCE"
"WA-W-15574","SOZO, LLC","SOZO","15400 1ST AVE S","BURIEN","WA",98148,1014,"KING"
"WA-W-15575","RAYMOND L. CURTIS, JR.","NORTHWEST MOUNTAIN WINERY","2825 MARVIN DR NE","OLYMPIA","WA",98506,3134,"THURSTON"
"WA-W-15576","GOUGER CELLARS, LLC","GOUGER CELLARS","1812 WASHINGTON ST","VANCOUVER","WA",98660,2664,"CLARK"
"WA-W-15577","DANIELLE G. GICHEMI","BARONESS CELLARS","939 FRONT ST","LEAVENWORTH","WA",98826,1427,"CHELAN"
"WA-W-15578","ELEVAGE WINE COMPANY, LLC","ELEVAGE WINE COMPANY","109 W 3RD","ELLENSBURG","WA",98926,0,"KITTITAS"
"WA-W-15579","KENDALL FARMS, LLC","KENDALL FARMS","1290 QUAIL DR","CLE ELUM","WA",98922,0,"KITTITAS"
"WA-W-15580","BRUCE SPENCER","SPENCER FRUIT ORGANICS","2345 MCELDOWNEY RD","MALAGA","WA",98828,9752,"CHELAN"
"WA-W-15581","HEISSON FARMS, LLC","HEISEN HOUSE VINEYARDS",,"BATTLE GROUND","WA",98604,0,"CLARK"
"WA-W-15582","CHARLES LEE MOORE AND LANA MARIE MOORE","WATER TO WINE/POUR MOORE WINE",,"DALLESPORT","WA",98617,0,"KLICKITAT"
"WA-W-15583","FORSYTH FAMILY VINTNERS, LLC","FORSYTH FAMILY VINTNERS","3100 LEE RD","PROSSER","WA",99350,6572,"BENTON"
"WA-W-15584","CHELAN ORGANICS, LLC","CHEVAL CELLARS","831 KINSLEY RD","MANSON","WA",98831,9746,"CHELAN"
"WA-W-15585","GOLDEN RIDGE CELLARS WALLA WALLA, LLC","GOLDEN RIDGE CELLARS","153 WHEAT RIDGE LN","WALLA WALLA","WA",99362,8187,"WALLA WALLA"
"WA-W-15586","BURNT BRIDGE CELLARS, LLC","BURNT BRIDGE CELLARS","1500 BROADWAY ST","VANCOUVER","WA",98663,3434,"CLARK"
"WA-W-15587","J.B. NEUFELD LLC","JB NEUFELD","2620 DRAPER RD","YAKIMA","WA",98903,1111,"YAKIMA"
"WA-W-15588","KENNETH ROY COLLINS","MARROWSTONE VINEYARDS","415 MEADE RD","NORDLAND","WA",98358,9618,"JEFFERSON"
"WA-W-15589","MANSION CREEK CELLARS LLC","MANSION CREEK CELLARS","1199 OLD MILTON HWY","WALLA WALLA","WA",99362,8103,"WALLA WALLA"
"WA-W-15590","FIVASH CELLARS LLC","FIVASH CELLARS","602 234TH AVE SE","SAMMAMISH","WA",98074,7221,"KING"
"WA-W-15591","ANTHONY CELLARS, LLC","ANTHONY CELLARS","8232 38TH AVE NE","SEATTLE","WA",98115,4912,"KING"
"WA-W-15592","CHAN FAMILY VINEYARDS, LLC","CHAN FAMILY VINEYARDS",,"SEATTLE","WA",98136,0,"KING"
"WA-W-15593","BERTELSEN WINERY LLC","BERTELSEN WINERY","20598 STARBIRD RD","MOUNT VERNON","WA",98274,0,"SKAGIT"
"WA-W-15594","VORTEX CELLARS, LLC","VORTEX CELLARS","4030 281ST PL NE","REDMOND","WA",98053,9177,"KING"
"WA-W-15595","OBELISCO ESTATE, LLC","OBELISCO ESTATES WINES","19495 144TH AVE","WOODINVILLE","WA",98072,0,"KING"
"WA-W-15596","WOODHOUSE WINE ESTATES I, LLC","WOODHOUSE FAMILY CELLARS","15500 WOODINVILLE REDMOND RD NE","WOODINVILLE","WA",98072,4514,"KING"
"WA-W-15598","LIVE EDGE FARM, LLC","USELESS BAY WINES","7030 SILLS RD","CLINTON","WA",98236,8510,"ISLAND"
"WA-W-15599","PADRTA CELLARS, LLC","BRIDGE PRESS CELLARS","16315 E TEMPLE RD","SPOKANE","WA",99217,9233,"SPOKANE"
"WA-W-15600","C & C VINTAGE CELLARS, LLC"," ","614 W WINE COUNTRY RD","GRANDVIEW","WA",98930,1034,"YAKIMA"
"WA-W-15601","SKEP AND SKEIN LLC"," ","2106 HARRISON AVE NW","OLYMPIA","WA",98502,0,"THURSTON"
"WA-W-15602","JOHN OSBORNE","BURLEY CREEK WINERY","1855 SE AUBURN ST","PORT ORCHARD","WA",98367,9526,"KITSAP"
"WA-W-15603","SOARING SUN PROPERTIES, LLC","RED ROCK CELLARS","4591 ROAD 13.6 SW","ROYAL CITY","WA",99357,0,"GRANT"
"WA-W-15604","LOOKOUT POINT WINERY, LLC","LOOKOUT POINT WINERY","31 KATIE LN","SELAH","WA",98942,9669,"YAKIMA"
"WA-W-15606","PANDORA CELLARS LLC","PANDORA CELLARS","32305 NE 8TH ST","CARNATION","WA",98014,5705,"KING"
"WA-W-15607","KENNETH C. JOHANSEN AND PENNY F. JOHANSEN","FENETTE CELLARS",,"FALL CITY","WA",98024,0,"KING"
"WA-W-15608","RENATO DEL ROSARIO","DEL ROSARIO FAMILY VINEYARD","159 WAGON RD","PALISADES","WA",98845,9619,"DOUGLAS"
"WA-W-15609","TANJULI INC","TANJULI","209 N BONAIR RD","ZILLAH","WA",98953,0,"YAKIMA"
"WA-W-15610","RYAN PATRICK VINEYARDS, LLC","RYAN PATRICK VINEYARDS","407 APLETS WAY","CASHMERE","WA",98815,1033,"CHELAN"
"WA-W-15612","ICON CELLARS LLC","ICON CELLARS","32305 NE 8TH ST","CARNATION","WA",98014,5705,"KING"
"WA-W-15613","PAUL ANDRE BIANCHI","AMELIA WYNN WINERY","9974 NE POINT VIEW DR","BAINBRIDGE ISLAND","WA",98110,4805,"KITSAP"
"WA-W-15614","WHITELATCH-HOCH, LLC","LE CHATEAU WINERY","2784 MCDONALD RD","LOWDEN","WA",99360,9637,"WALLA WALLA"
"WA-W-15615","COOPER WINE COMPANY, LLC","COOPER","35306 N SUNSET RD","BENTON CITY","WA",99320,7505,"BENTON"
"WA-W-15617","KESTREL PROPERTIES, LLC","KESTREL VINTNERS WOODINVILLE CELLAR","19501 144TH AVE NE","WOODINVILLE","WA",98072,4411,"KING"
"WA-W-15619","V DU V, LLC","VIN DU VAN","12 S SCOTT ST","SPOKANE","WA",99202,0,"SPOKANE"
"WA-W-15620","CANYON'S EDGE WINERY, LLC","CANYON'S EDGE WINERY","357 PORT ST","PROSSER","WA",99350,0,"BENTON"
"WA-W-15621","HOWARD DONKIN","DONKIN FAMILY WINERY","9802 NE 34TH PL","BELLEVUE","WA",98004,1856,"KING"
"WA-W-15622","MACKEY VINEYARDS, LLC","MACKEY VINEYARDS","4122 POWER LINE RD","WALLA WALLA","WA",99362,7760,"WALLA WALLA"
"WA-W-15623","SWIFTWATER CELLARS, L.L.C.","SWIFTWATER CELLARS","301 ROPE RIDER DR","CLE ELUM","WA",98922,0,"KITTITAS"
"WA-W-15624","RASA VINEYARDS, LLC","RASA VINEYARDS","4122 POWERLINE RD","WALLA WALLA","WA",99362,7760,"WALLA WALLA"
"WA-W-15625","GARY ROBERT COX"," ","221 CANYON VISTA WAY","ELLENSBURG","WA",98926,0,"KITTITAS"
"WA-W-15626","DVH WINES LLC","AMBIANCE CELLARS","318 N 77TH ST","SEATTLE","WA",98103,4616,"KING"
"WA-W-15627","ZIEGLER CONSTRUCTION, INC.","ZIEGLER VINEYARDS","31 MEMORY LN","UNDERWOOD","WA",98651,9215,"SKAMANIA"
"WA-W-15629","EAGLEVIEW HILL, LLC"," ","11515 EAGLE VIEW LN SE","RAINIER","WA",98576,0,"THURSTON"
"WA-W-15630","ICICLE CANYON CORPORATION","BOUDREAUX CELLARS","4551 ICICLE RD","LEAVENWORTH","WA",98826,9300,"CHELAN"
"WA-W-15632","PACIFIC WINE ENTERPRISES, LLC","HAYSTACK NEEDLE WINERY","19501 144TH AVE NE","WOODINVILLE","WA",98072,0,"KING"
"WA-W-15633","THIRD LEAF, LLC","FJELLENE CELLARS","01050 MERLOT DR","WALLA WALLA","WA",99362,0,"WALLA WALLA"
"WA-W-15634","PEGGY SCHUETZ AND DERRYL SCHUETZ","WILDHEARTS WINERY & BREW","13061 S WILDWOOD LN","ANACORTES","WA",98221,8782,"SKAGIT"
"WA-W-15635","ROBERT WYAN AND SUSAN MICHELLE ANDERSON","LUPINE VINEYARDS","300 CASCADE VW","MANSON","WA",98831,0,"CHELAN"
"WA-W-15636","WOVAN, LLC","WOVAN CELLARS","28220 133RD AVE SW","VASHON","WA",98070,8732,"KING"
"WA-W-15637","PURA VIDA CREATE GOOD, INC."," ","5129 NE LAURELCREST LN","SEATTLE","WA",98105,5247,"KING"
"WA-W-15638","HAMILTON CELLARS LLC","HAMILTON CELLARS","318 WELLHOUSE LOOP","RICHLAND","WA",99352,4152,"BENTON"
"WA-W-15642","ALLEROMB WINERY GROUP LLC","ALLEROMB WINERY","19510 144TH AVE NE","WOODINVILLE","WA",98072,8429,"KING"
"WA-W-15643","RED MOUNTAIN VITICULTURE, LLC","LA COYE VINEYARDS","28310 E AMBASSADOR","BENTON CITY","WA",99320,0,"BENTON"
"WA-W-15644","GORGEOUS WINE COMPANY, LLC","WIND ROSE CELLARS","233 BELL BOTTOM RD","SEQUIM","WA",98382,6606,"CLALLAM"
"WA-W-15645","VASHON CIDERWORKS, LLC","VASHON CIDERWORKS","18201 107TH AVE SW","VASHON","WA",98070,0,"KING"
"WA-W-15646","GREG & PAM HARRINGTON WINES LLC","GRAMERCY CELLARS","635 N 13TH AVE","WALLA WALLA","WA",99362,1769,"WALLA WALLA"
"WA-W-15648","NEW FOOTHILLS PROPERTIES, LLC","ECHO RIDGE WINERY","1102 DELL AVE","WALLA WALLA","WA",99362,1053,"WALLA WALLA"
"WA-W-15649","AJS WINE, LLC","ALS WINE","2641 WILLAMETTE DR NE","LACEY","WA",98516,0,"THURSTON"
"WA-W-15651","SEVEN BAYS TRADING COMPANY, LLC","SEVEN BAYS WINERY","201 MORGAN ST","DAVENPORT","WA",99122,0,"LINCOLN"
"WA-W-15652","USURIOUS LLC","USURIOUS WINES","11695 DUNCAN RD","LEAVENWORTH","WA",98826,9329,"CHELAN"
"WA-W-15653","PRECEPT BRANDS LLC"," ","1102 W CHERRY ST","WALLA WALLA","WA",99362,1746,"WALLA WALLA"
"WA-W-15654","ROCK MEADOW CELLARS, INC.","ROCK MEADOW CELLARS","24875 SE 162ND ST","ISSAQUAH","WA",98027,8466,"KING"
"WA-W-15655","PRECEPT BRANDS, LLC","SAGELANDS WINERY","71 GANGL RD","WAPATO","WA",98951,9682,"YAKIMA"
"WA-W-15656","TRO ENTERPRISES LLC","THOMAS O'NEIL CELLARS","2323 HENDERSON LOOP","RICHLAND","WA",99354,5315,"BENTON"
"WA-W-15658","EIDOLON WINERY, INC.","EIDELON WINERY","4169 PEPPERS BRIDGE RD","WALLA WALLA","WA",99362,7135,"WALLA WALLA"
"WA-W-15659","FOLEY FAMILY WINES, INC.","THREE RIVERS WINERY","5641 OLD HIGHWAY 12","WALLA WALLA","WA",99362,6263,"WALLA WALLA"
"WA-W-15660","VINACEUS, L.L.C.","VINACEUS","318 WELLHOUSE LOOP","RICHLAND","WA",99352,4152,"BENTON"
"WA-W-15661","TREZZI FARM INC.","TREZZI FARM FOOD & WINE","17700 N DUNN RD","COLBERT","WA",99005,8900,"SPOKANE"
"WA-W-15662","SBR CHEMICAL INC.","BADGER CANYON VINEYARD","1904 N 543 PRNE RD","BENTON CITY","WA",99320,0,"BENTON"
"WA-W-15663","WBWCO LLC","WBWCO","18808 142ND AVE NE","WOODINVILLE","WA",98072,8281,"KING"
"WA-W-15664","BETZ CELLARS LLC","BETZ FAMILY WINERY","13244 WOODINVILLE-REDMOND RD NE","REDMOND","WA",98052,0,"KING"
"WA-W-15665","THOMPSON HILL CELLARS, L.L.C.","THOMPSON HILL CELLARS","410 N NEWPORT DR","MESA","WA",99343,9661,"FRANKLIN"
"WA-W-15667","FIDELITAS WINES, LLC","FIDELITAS WINES","318 WELLHOUSE LOOP","RICHLAND","WA",99352,4152,"BENTON"
"WA-W-15668","JBELL, INC.","JBELL CELLARS","73 KNIGHT HILL RD","ZILLAH","WA",98953,9768,"YAKIMA"
"WA-W-15669","UNION HILL WINERY LLC","UNION HILL WINERY","21407 NE UNION HILL RD","REDMOND","WA",98053,7714,"KING"
"WA-W-15671","ASCENDENTE INC.","ASCENDENTE","10 THE KNOLL RD","WHITE SALMON","WA",98672,0,"KLICKITAT"
"WA-W-15672","GRIEB OPTIMAL WINECRAFTING LLC","TREVERI CELLARS","71 GANGL RD","WAPATO","WA",98951,9682,"YAKIMA"
"WA-W-15673","RAINIER VIEW WINERY AND NURSERY LLC"," ","12314 264TH ST E","GRAHAM","WA",98338,6937,"PIERCE"
"WA-W-15675","CHERRY PIT WINERY LLC","CHERRY PIT WINERY","104 BOHART RD","WENATCHEE","WA",98801,9752,"CHELAN"
"WA-W-20009","INYO LLC","INYO VINEYARD AND WINERY","3337 AGATE HEIGHTS RD","BELLINGHAM","WA",98226,9482,"Whatcom"
"WA-W-20014","MATTEO WINES, LLC","MATTEO WINES","18800 142ND AVE NE","WOODINVILLE","WA",98072,8218,"King County"
"WA-W-20034","MERCER WINE COMPANY, LLC","MERCER WINE COMPANY","455 E LAKE SAMMAMISH SHORE LN NE","SAMMAMISH","WA",98074,6913,"King County"
"WA-W-20039","AMAVI LLC","AMAVI CELLARS","1704 J B GEORGE RD","WALLA WALLA","WA",99362,7132,"Walla Walla"
"WA-W-20040","REDMOND RIDGE WINERY, CORP.","REDMOND RIDGE WINERY","1102 DELL AVE","WALLA WALLA","WA",99362,1053,"Walla Walla"
"WA-W-20041","RED MOUNTAIN PROPERTIES LLC","MONTE SCARLATTO ESTATE","28719 E SR 224 NE","BENTON CITY","WA",99320,7542,"Benton"
"WA-W-20067","THE EXPERIMENTAL FERMENTATION COMPANY, LLC","THE EXPERIMENTAL FERMENTATION COMPANY","250 E MAIN ST","DAYTON","WA",99328,1353,"Columbia"
"WA-W-20070","GARY J FIDLER"," ","19193 STATE ROUTE 534","MOUNT VERNON","WA",98274,7100,"Skagit"
"WA-W-20071","PROLETARIAT WINE COMPANY, LLC","PROLETARIAT WINE COMPANY","1102 DELL AVE","WALLA WALLA","WA",99362,0,"Walla Walla"
"WA-W-20077","SAN JUAN ISLAND DISTILLERY, LLC","WESTCOTT BAY CIDER","12 ANDERSON LN","FRIDAY HARBOR","WA",98250,9183,"San Juan"
"WA-W-20098","JOSEPH CHRISTY VINEYARDS, L.L.C.","JOSEPH CHRISTY VINEYARDS","17280 CHRISTY RD","PLYMOUTH","WA",99346,0,"Benton"
"WA-W-20111","COACH HOUSE CELLARS LLC","COACH HOUSE CELLARS","5012 SAMISH WAY","BELLINGHAM","WA",98229,8917,"Whatcom"
"WA-W-20115","CELTIC WINE WORKS LLC","CEILI WINERY","5303 W 25TH AVE","KENNEWICK","WA",99338,1946," "
"WA-W-20139","WHITE SPACE COMPANIES, LLC","PROPER WINES","1102 DELL AVE","WALLA WALLA","WA",99362,1053,"Walla Walla"
"WA-W-20145","ALEXANDER THE GRAPE, LLC"," ","4636 W CANAL DR","WEST RICHLAND","WA",99353,0,"Benton"
"WA-W-20155","THE BRAND LLC","THE BRAND","1102 DELL AVE","WALLA WALLA","WA",99362,1053,"Walla Walla"
"WA-W-20155","THE BRAND LLC","THE BRAND","1102 DELL AVE","WALLA WALLA","WA",99362,1053,"Walla Walla"
"WA-W-20166","ROCK2WINES, L.L.C.","SOL STONE","20611 SE 34TH ST","SAMMAMISH","WA",98075,7253,"King"
"WA-W-20166","ROCK2WINES, L.L.C.","SOL STONE","20611 SE 34TH ST","SAMMAMISH","WA",98075,7253,"King"
"WA-W-20179","TWO LOONS WINERY, L.L.C."," ","9422 22ND AVE NW","GIG HARBOR","WA",98332,9501," "
"WA-W-20201","KBSV, INC.","PIGGY BACK CELLARS","8712 31ST AVE NW","SEATTLE","WA",98117,3913," "
"WA-W-20202","LORD HILL FARMS INCORPORATED","LORD HILL FARMS","12525 OLD SNOHOMISH MONROE RD","SNOHOMISH","WA",98290,6512,"Snohomish"
"WA-W-20203","KEVIN WHITE WINES, LLC","KEVIN WHITE WINERY","19501 144TH AVE NE","WOODINVILLE","WA",98072,6463," "
"WA-W-20207","PHILLIP WARREN AND DANETTE WARREN","TUCANNON CELLARS","12316 HILLCREST DR","PASCO","WA",99301,0,"Franklin"
"WA-W-20226","GLACIER PEAK INC."," ","58575 STATE ROUTE 20","ROCKPORT","WA",98283,0,"Skagit"
"WA-W-20229","WHISKEY BARREL CIDER COMPANY, LLC","WHISKEY BARREL CIDER COMPANY","3431 AIRPORT RD","PULLMAN","WA",99163,6001,"Whitman"
"WA-W-20234","QUAIL LANE DEVELOPMENT LLC","DUTCH JOHN'S WINES","207 MISSION AVE","CASHMERE","WA",98815,0,"Chelan"
"WA-W-20241","STRUCTURE CELLARS, LLC"," ","820 NW MARKET ST","SEATTLE","WA",98107,3649," "
"WA-W-20247","MNJM INCORPORATED","VILLA MONACO","703 FRONT ST","LEAVENWORTH","WA",98826,1324,"USA"
"WA-W-20254","MOULTON FALLS WINERY LLC"," ","31101 NE RAILROAD AVE","YACOLT","WA",98675,0,"clark"
"WA-W-20280","BLUE MOUNTAIN WINERY, L.L.C.","BLUE MOUNTAIN WINERY","1580 DALE AVE","BENTON CITY","WA",99320,0,"Benton"
"WA-W-20285","FEY BOSS AND ANTONY RICHFIELD","SILVER CAT FARMS","273 PATTEE RD","CHEHALIS","WA",98532,9512,"Lewis"
"WA-W-20286","REFLECTION VINEYARDS LLC"," ","1305 GILBERT RD","ZILLAH","WA",98953,0,"Yakima"
"WA-W-20288","ATLAS DRINKS, LLC","ZERO ONE VINTNERS","131 LAKE ST S","KIRKLAND","WA",98033,6517,"King"
"WA-W-20312","GAMACHE VINTNERS, LLC","GAMACHE VINTNERS","318 WELLHOUSE LOOP","RICHLAND","WA",99352,4152,"Benton County"
"WA-W-20319","VISCON CELLARS LLC","VISCON CELLARS","5218 SW DAKOTA ST","SEATTLE","WA",98116,3921,"King"
"WA-W-20346","INLAND DESERT VINEYARDS LLC"," ","59521 W OLD INLAND EMPIRE HWY","BENTON CITY","WA",99320,7661,"BENTON"
"WA-W-20349","DOUBLEBACK, LLC","DOUBLEBACK","2900 E MELROSE ST","WALLA WALLA","WA",99362,9525," "
"WA-W-20360","ELEVEN WINERY, INC.","ELEVEN WINERY","7671 NE DAY RD","BAINBRIDGE ISLAND","WA",98110,0," "
"WA-W-20384","SIGILLO CELLARS LLC","SIGILLO CELLARS","8353 MEADOWBROOK WAY SE","SNOQUALMIE","WA",98065,9588,"King"
"WA-W-20390","TODD O'BRIEN","O'BRIEN 5 CELLARS","302 E 1ST AVE","RITZVILLE","WA",99169,0,"Adams"
"WA-W-20434","DELMAS, LLC","DELMAS","1007 W ROSE ST","WALLA WALLA","WA",99362,1767,"Walla Walla"
"WA-W-20438","VINTNERS DIRECT, LLC"," ","103612 E WISER PKWY","KENNEWICK","WA",99338,0,"Benton"
"WA-W-289","SEVEN HILLS WINERY, LLC","SEVEN HILLS CELLARS","212 N 3RD AVE","WALLA WALLA","WA",99362,1883,"WALLA WALLA"
"WA-W-292","WALLFAM, INC.","HINZERLING WINERY","1520 SHERIDAN AVE","PROSSER","WA",99350,1140,"BENTON"
